URL,Version,Status,OIDs,Name,Title,Description,Used
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/pediatric-use-indicator,0.0.3,active,,PediatricUseIndicator,Indicador de Uso Pediátrico,"Indicadores relacionados a uso pediátrico de produtos medicinais, incluindo requisitos de investigação pediátrica e dispensas","ValueSet/pediatric-use-indicator-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-characteristic,0.0.3,active,,ProductCharacteristic,Características de Produto Medicinal,"Características observáveis e mensuráveis de produtos medicinais. CodeSystem brasileiro como alternativa ao SNOMED CT Observable Entity.","ValueSet/product-characteristic-hybrid,ValueSet/product-characteristic-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-confidentiality,0.0.3,active,,ProductConfidentiality,Confidencialidade de Produto Medicinal,"Classificação de confidencialidade para informações e operações relacionadas a produtos medicinais","ValueSet/product-confidentiality-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-contact-type,0.0.3,active,,ProductContactType,Tipos de Contato para Produto Medicinal,"Tipos de contato organizacional relacionados a produtos medicinais (ex: farmacovigilância, assuntos regulatórios)","ValueSet/product-contact-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-intended-use,0.0.3,active,,ProductIntendedUse,Uso Pretendido do Produto,"Classificação do uso pretendido de produtos farmacêuticos","ValueSet/product-intended-use-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/source-material-type,0.0.3,active,,SourceMaterialType,Tipo de Material de Origem,"Tipos de material de origem para substâncias biológicas","ValueSet/source-material-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/special-measures,0.0.3,active,,SpecialMeasures,Medidas Especiais para Produto Medicinal,"Medidas especiais definidas para produtos medicinais, como requisitos de estudos pós-autorização, planos de gestão de risco ou restrições de prescrição","ValueSet/special-measures-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/stereochemistry,0.0.3,active,,Stereochemistry,Estereoquímica de Substâncias,"Classificação estereoquímica de substâncias (quiralidade, configuração espacial)","ValueSet/stereochemistry-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/structure-representation-type,0.0.3,active,,StructureRepresentationType,Tipo de Representação Estrutural,"Formatos de representação de estruturas químicas","ValueSet/structure-representation-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/structure-technique,0.0.3,active,,StructureTechnique,Técnicas de Caracterização Estrutural,"Técnicas analíticas para determinação de estrutura molecular","ValueSet/structure-technique-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-amount-type,0.0.3,active,,SubstanceAmountType,Tipo de Medida de Quantidade de Substância,"Tipos de medidas para quantificar substâncias","ValueSet/substance-amount-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-form,0.0.3,active,,SubstanceForm,Forma Física de Substâncias,"Estado físico e forma cristalina de substâncias farmacêuticas","ValueSet/substance-form-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-impurity,0.0.3,active,,SubstanceImpurity,Tipos de Impurezas em Substâncias Farmacêuticas,"Classificação de tipos de impurezas encontradas em substâncias farmacêuticas ativas e excipientes","ValueSet/substance-impurity-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-name-authority,0.0.3,active,,SubstanceNameAuthority,Autoridade de Nomenclatura de Substâncias,"Organizações/autoridades que atribuem nomes oficiais a substâncias","ValueSet/substance-name-authority-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-name-domain,0.0.3,active,,SubstanceNameDomain,Domínio de Nome de Substância,"Domínio ou contexto de uso de nome de substância","ValueSet/substance-name-domain-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-relationship-type,0.0.3,active,,SubstanceRelationshipType,Tipo de Relacionamento entre Substâncias,"Tipos de relacionamentos entre substâncias químicas","ValueSet/substance-relationship-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/target-species,0.0.3,active,,TargetSpecies,Espécies-Alvo para Produtos Veterinários,"Espécies animais para as quais um produto medicinal veterinário é destinado","ValueSet/target-species-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/therapy-relationship-type,0.0.3,active,,TherapyRelationshipType,Tipo de Relacionamento Terapêutico,"Relacionamento entre terapia e contraindicação ou indicação","ValueSet/therapy-relationship-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/undesirable-effect-classification,0.0.3,active,,UndesirableEffectClassification,Classificação de Efeito Indesejável,"Classificação de alta hierarquia para efeitos indesejáveis","ValueSet/undesirable-effect-classification-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/undesirable-effect-frequency,0.0.3,active,,UndesirableEffectFrequency,Frequência de Efeito Indesejável,"Frequência de ocorrência de efeitos indesejáveis conforme CIOMS","ValueSet/undesirable-effect-frequency-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/warning-type,0.0.3,active,,WarningType,Tipo de Advertência,"Tipos de advertências e precauções","ValueSet/warning-type-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/weight-method,0.0.3,active,,WeightMethod,Método de Determinação de Peso Molecular,"Métodos para determinação de peso/massa molecular","ValueSet/weight-method-vs"
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/weight-type,0.0.3,active,,WeightType,Tipo de Peso Molecular,"Tipos de peso molecular para substâncias","ValueSet/weight-type-vs"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages,ValueSet/language-valueset"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction-valueset,ValueSet/country,ValueSet/jurisdiction,ValueSet/country-valueset,ValueSet/iso3166-1-3"
urn:iso:std:iso:3166:-2,1.0.1,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
