Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-organism-part.json	2461	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	47	61	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-organization-anvisa-status-br.json	1656	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-organization-contact-purpose.json	4298	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	84	86	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-organization-operational-category-br.json	3126	3	0	0	0	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	53	52	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-organization-operational-scope-br.json	1712	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	31	47	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-organization-size-category-br.json	1496	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	53	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-organization-special-classification-br.json	2414	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	40	61	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-organization-specialized-activities-br.json	1928	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	35	49	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-organization-type-anvisa-br.json	4880	4	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	70	75	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-package-characteristic-br.json	2709	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	43	77	0	0	0	0	0	16
fsh-generated/resources/CodeSystem-package-components-br.json	2458	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	45	65	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-packaged-product-type-br.json	2266	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	51	83	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-packaging-material.json	1995	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	50	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-packaging-type-br.json	2480	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	39	79	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-pcid-br.json	1088	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	25	105	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-pediatric-use-indicator.json	2028	2	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	31	74	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-phpid-br.json	1135	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	21	50	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-product-characteristic.json	5756	4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	77	135	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-product-confidentiality.json	2003	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	32	81	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-product-contact-type.json	2689	3	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	1	0	0	47	52	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-product-intended-use.json	1612	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	32	81	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-product-name-type.json	1610	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	52	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-reference-type-br.json	1257	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	26	58	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-regulated-authorization-status-br.json	2162	2	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	41	59	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-regulated-authorization-type-br.json	3154	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	52	54	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-regulatory-procedure-type-br.json	1496	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	51	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-source-material-type.json	1592	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-special-measures.json	2533	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	42	58	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-stereochemistry.json	2095	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	37	76	0	0	0	1	0	1
fsh-generated/resources/CodeSystem-structure-representation-type.json	1536	2	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	49	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-structure-technique.json	2006	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	36	52	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-structured-name-types.json	2076	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	36	70	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-substance-amount-type.json	1945	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	35	57	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-substance-classification-br.json	2191	3	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	38	53	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-substance-form.json	1776	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	51	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-substance-grade.json	1827	3	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	34	50	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-substance-impurity.json	3074	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	46	56	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-substance-name-authority.json	1954	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	39	76	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-substance-name-domain.json	1368	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	32	49	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-substance-name-type.json	1555	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	34	43	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-substance-relationship-type.json	1921	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	38	43	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-substance-status-br.json	1471	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	29	48	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-target-species.json	3936	3	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	60	46	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-therapeutic-indications-br.json	3300	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	51	43	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-therapy-relationship-type.json	1838	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	35	38	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-umc-coordination-status.json	1562	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	63	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-undesirable-effect-classification.json	3298	3	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	59	42	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-undesirable-effect-frequency.json	1636	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	38	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-warning-type.json	2747	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	44	47	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-weight-method.json	1492	3	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	31	47	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-weight-type.json	1399	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	29	52	0	0	0	0	0	0
fsh-generated/resources/MedicinalProductDefinition-dipirona-500mg-comp.json	4226	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	42	0	0	0	0	0	0
fsh-generated/resources/MedicinalProductDefinition-dipirona-500mg-example.json	3469	4	0	0	0	0	0	0	1	1576	0	0	0	0	0	0	0	1	0	0	39	25	0	0	0	0	0	0
fsh-generated/resources/MedicinalProductDefinition-paracetamol-750mg-example.json	3466	3	0	0	0	0	0	0	0	1638	0	0	0	0	0	0	0	0	0	0	39	109	0	0	0	0	0	1
fsh-generated/resources/Organization-farmaceutica-brasileira-ltda.json	667	4	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	17	25	0	0	0	0	0	0
fsh-generated/resources/Organization-manufacturer-example.json	466	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0
fsh-generated/resources/Organization-manufacturer-paracetamol-example.json	491	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0
fsh-generated/resources/Organization-multinacional-pharma-brasil.json	664	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0
fsh-generated/resources/Organization-org-simple-example.json	654	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-anvisa-example.json	491	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-ems-example.json	470	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	14	0	0	0	0	0	0
fsh-generated/resources/Organization-organization-neoquimica-example.json	500	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	0	0	0	0	0
fsh-generated/resources/PackagedProductDefinition-dipirona-500mg-package.json	4254	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	20	0	0	0	0	0	0
fsh-generated/resources/PackagedProductDefinition-dipirona-package-example.json	866	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	19	21	0	0	0	0	0	0
fsh-generated/resources/PackagedProductDefinition-midazolam-5mg-package.json	4919	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	22	0	0	0	0	0	0
fsh-generated/resources/PackagedProductDefinition-paracetamol-package-example.json	875	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	49	0	0	0	0	0	0
fsh-generated/resources/RegulatedAuthorization-regulated-authorization-dipirona-example.json	1895	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	22	0	0	0	0	0	0
fsh-generated/resources/RegulatedAuthorization-regulated-authorization-renewal-example.json	1858	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	28	23	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-IngredientBR.json	9415	5	0	111	0	0	0	0	0	485	0	0	1	0	0	0	0	0	0	0	889	3644	0	1	0	7	1	5
fsh-generated/resources/StructureDefinition-Organization-anvisa-simple.json	2863	4	0	42	0	0	0	0	0	41	0	0	0	0	0	0	0	1	0	0	588	580	0	0	1	4	1	1
fsh-generated/resources/StructureDefinition-administrable-product-definition-br.json	8446	5	0	41	1	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	647	867	0	1	0	6	0	4
fsh-generated/resources/StructureDefinition-anvisa-category.json	2198	4	0	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	117	1037	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-anvisa-regulatory-status.json	6042	7	0	25	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	492	763	0	0	0	4	0	4
fsh-generated/resources/StructureDefinition-associated-devices.json	1972	3	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	215	225	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-brazilian-terminology-standards.json	4380	5	0	20	1	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	433	411	0	0	0	3	0	4
fsh-generated/resources/StructureDefinition-clinical-use-definition-br.json	13954	5	0	60	0	0	0	0	0	92	0	0	0	0	0	0	0	1	0	0	1238	2979	0	0	0	9	2	8
fsh-generated/resources/StructureDefinition-controlled-substance-category.json	2297	4	0	10	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	123	483	0	0	0	1	1	1
fsh-generated/resources/StructureDefinition-documentation-language.json	2400	4	0	11	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	138	214	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-exemplo-extensao-brasileira.json	2314	3	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	141	479	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-exemplo-perfil-brasileiro.json	1534	3	0	12	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	165	346	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-generic-reference.json	5798	5	0	23	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	672	486	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-identifier-lifecycle-rules.json	7688	5	0	26	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	741	872	0	0	0	4	0	3
fsh-generated/resources/StructureDefinition-identifier-lifecycle-status.json	1970	4	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	126	243	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-legal-status-defining.json	2008	3	0	10	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	127	235	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-manufactured-item-criteria.json	4681	4	0	18	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	401	392	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-manufactured-item-definition-br.json	7324	5	0	72	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	797	1411	0	0	0	5	1	2
fsh-generated/resources/StructureDefinition-medicinal-product-definition-br.json	19294	6	0	116	0	0	0	0	0	148	0	0	0	0	0	0	0	2	0	0	2805	2009	0	0	0	26	1	7
fsh-generated/resources/StructureDefinition-name-validation-rules.json	4159	4	0	20	0	0	0	0	0	56	0	0	0	0	0	0	0	1	0	0	455	498	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-organization-business-size-br.json	5579	5	0	20	1	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	584	549	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-organization-operational-category-br.json	6092	7	0	19	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	556	1130	0	0	0	3	0	2
fsh-generated/resources/StructureDefinition-organization-regulatory-status-br.json	7282	5	0	22	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	743	586	0	0	0	5	2	2
fsh-generated/resources/StructureDefinition-package-component-details.json	3716	5	0	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	323	287	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-package-item-container-details.json	4693	3	0	17	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	415	282	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-packaged-product-definition-br.json	11386	5	0	59	0	0	0	0	0	49	0	0	1	0	0	0	0	1	0	0	1696	1124	0	0	0	13	1	4
fsh-generated/resources/StructureDefinition-product-name-parts.json	8477	5	0	27	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	782	532	0	0	0	6	0	3
fsh-generated/resources/StructureDefinition-regulated-authorization-br.json	9488	6	0	42	1	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	1071	709	0	0	0	857	0	4
fsh-generated/resources/StructureDefinition-substance-definition-br.json	22299	9	0	202	0	0	0	0	0	173	0	0	0	0	0	0	0	3	0	0	3055	3971	0	1	0	49	1	3
fsh-generated/resources/StructureDefinition-therapeutic-indications-defining.json	2134	4	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	138	320	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-umc-integration-mapping.json	4269	4	0	16	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	555	576	0	0	0	3	1	1
fsh-generated/resources/SubstanceDefinition-dipirona-sodica-substance.json	3945	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	41	0	0	0	0	0	0
fsh-generated/resources/SubstanceDefinition-midazolam-substance.json	4047	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	23	0	0	0	0	0	0
fsh-generated/resources/SubstanceDefinition-paracetamol-substance-gsrs-br.json	5930	5	0	0	0	0	0	0	1	4741	0	0	0	0	0	0	0	0	0	0	273	358	0	0	0	0	0	0
fsh-generated/resources/ValueSet-additional-monitoring-indicator-vs.json	866	3	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	23	156	0	0	0	1	0	0
fsh-generated/resources/ValueSet-administrable-dose-form.json	2417	2	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	33	77	0	0	0	1	0	1
