URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/ingredient-manufacturer-role,5.0.0,draft,"2.16.840.1.113883.4.642.3.3247",IngredientManufacturerRole,Ingredient Manufacturer Role,"The way in which this manufacturer is associated with the ingredient. For example whether it is a possible one (others allowed), or an exclusive authorized one for this ingredient. Note that this is not the manufacturing process role.","StructureDefinition/IngredientBR","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/iso3166-1-3,5.0.0,active,,Iso316613,Iso 3166 Part 1: 3 Letter Codes,"This value set defines the ISO 3166 Part 1 3-letter codes","StructureDefinition/generic-reference","hl7.terminology.r5"
http://hl7.org/fhir/ValueSet/jurisdiction,5.0.0,draft,"2.16.840.1.113883.4.642.3.48",JurisdictionValueSet,Jurisdiction ValueSet,"This value set defines a base set of codes for country, country subdivision and region    for indicating where a resource is intended to be used.             Note: The codes for countries and country subdivisions are taken from    [ISO 3166](https://www.iso.org/iso-3166-country-codes.html)    while the codes for ""supra-national"" regions are from    [UN Standard country or area codes for statistical use (M49)](http://unstats.un.org/unsd/methods/m49/m49.htm).","StructureDefinition/substance-definition-br","hl7.terminology.r5,Other"
http://hl7.org/fhir/ValueSet/languages,5.0.0,active,"2.16.840.1.113883.4.642.3.891,2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (see http://tools.ietf.org/html/bcp47)","StructureDefinition/clinical-use-definition-br,StructureDefinition/exemplo-perfil-brasileiro,StructureDefinition/manufactured-item-definition-br,StructureDefinition/substance-definition-br,StructureDefinition/regulated-authorization-br,StructureDefinition/IngredientBR,StructureDefinition/administrable-product-definition-br,StructureDefinition/medicinal-product-definition-br,StructureDefinition/Organization-anvisa-simple,StructureDefinition/packaged-product-definition-br","hl7.terminology.r5"
http://hl7.org/fhir/ValueSet/organization-type,5.0.0,draft,"2.16.840.1.113883.4.642.2.228,2.16.840.1.113883.4.642.3.414,2.16.840.1.113883.4.642.3.403",OrganizationType,Organization Type,"This example value set defines a set of codes that can be used to indicate a type of organization.","StructureDefinition/Organization-anvisa-simple","THO"
http://hl7.org/fhir/ValueSet/product-intended-use,5.0.0,draft,"2.16.840.1.113883.4.642.3.2996",ProductIntendedUse,Product Intended Use,"The overall intended use of a product.","StructureDefinition/regulated-authorization-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/publication-status,5.0.0,active,"2.16.840.1.113883.4.642.3.3",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","StructureDefinition/substance-definition-br,StructureDefinition/medicinal-product-definition-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/substance-amount-type,5.0.0,draft,"2.16.840.1.113883.4.642.3.1612",SubstanceAmountType,Substance Amount Type,"The relationship between two substance types.","StructureDefinition/substance-definition-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/substance-codes,5.0.0,draft,"2.16.840.1.113883.4.642.3.3023",SNOMEDCTSubstanceCodes,SNOMED CT Substance Codes,"This value set includes all substance codes from SNOMED CT - provided as an exemplar value set.","StructureDefinition/manufactured-item-definition-br","SCT"
http://hl7.org/fhir/ValueSet/substance-form,5.0.0,draft,"2.16.840.1.113883.4.642.3.3313",SubstanceForm,Substance Form,"The substance form, whether it is the base form or a salt.","StructureDefinition/substance-definition-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/substance-name-authority,5.0.0,draft,"2.16.840.1.113883.4.642.3.3259",SubstanceNameAuthority,Substance Name Authority,"An authority that officates substance names.","StructureDefinition/substance-definition-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/substance-representation-format,5.0.0,draft,"2.16.840.1.113883.4.642.3.3257",SubstanceRepresentationFormat,Substance Representation Format,"A format of a substance representation.","StructureDefinition/substance-definition-br","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/substance-structure-technique,5.0.0,draft,"2.16.840.1.113883.4.642.3.3254",StructureTechnique,Structure Technique,"The method used to elucidate the structure or characterization of the drug substance.","StructureDefinition/substance-definition-br","hl7.fhir.r5.core"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/additional-monitoring-indicator-vs,0.0.3,active,,AdditionalMonitoringIndicator,Indicador de Monitorização Adicional,"Indicadores de monitorização extra para produtos medicinais","StructureDefinition/medicinal-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/administrable-dose-form,0.0.3,draft,,AdministrableDoseForm,Formas Farmacêuticas Administráveis,"Formas farmacêuticas administráveis usando códigos EDQM Standard Terms","StructureDefinition/administrable-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/administrable-property,0.0.3,draft,,AdministrableProperty,Propriedades Administráveis,"Tipos de propriedades específicas para produtos administráveis (padrão internacional)",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/administrable-unit,0.0.3,draft,,AdministrableUnit,Unidades Administráveis,"Unidades que descrevem a apresentação final administrável (padrão internacional)",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/adverse-effect-br,0.0.3,draft,,AdverseEffectBRValueSet,Efeitos Adversos - Brasil,"ValueSet de efeitos adversos comuns no contexto brasileiro.",,"SCT"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/adverse-effect-frequency-br,0.0.3,draft,,AdverseEffectFrequencyBRValueSet,Frequência de Efeitos Adversos - Brasil,"ValueSet de classificação de frequência de efeitos adversos conforme padrão brasileiro.",,"SCT"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/animal-tissue-type-vs,0.0.3,active,,AnimalTissueType,Tipos de Tecido Animal,"Tipos de tecidos animais para especificação de períodos de carência","StructureDefinition/administrable-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/anvisa-category-br,0.0.3,draft,,ANVISACategoryBR,Categorias ANVISA - Brasil,"Categorias de produtos medicinais conforme classificação da ANVISA",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/anvisa-regulatory-status-br,0.0.3,draft,,ANVISARegulatoryStatusBR,Status Regulatório ANVISA - Brasil,"Status regulatório de substâncias junto à ANVISA",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/authorization-case-type-vs,0.0.3,active,,AuthorizationCaseType,Tipo de Processo de Autorização,"","StructureDefinition/regulated-authorization-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/authorization-status-reason-vs,0.0.3,active,,AuthorizationStatusReason,Motivo do Status da Autorização,"",,"Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/biological-genus-vs,0.0.3,active,,BiologicalGenus,Gênero Biológico,"","StructureDefinition/substance-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/biological-species-vs,0.0.3,active,,BiologicalSpecies,Espécie Biológica,"","StructureDefinition/substance-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/brazilian-government-systems,0.0.3,draft,,BrazilianGovernmentSystems,Sistemas Oficiais do Governo Brasileiro,"Sistemas de identificação oficiais do governo brasileiro utilizados no BRIG",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/brazilian-pharmaceutical-terminology,0.0.3,draft,,BrazilianPharmaceuticalTerminology,Terminologia Farmacêutica Brasileira,"Terminologia padronizada para uso farmacêutico no contexto brasileiro","StructureDefinition/brazilian-terminology-standards","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/change-severity-level,0.0.3,draft,,ChangeSeverityLevel,Níveis de Severidade de Mudança,"Níveis de severidade para classificação de mudanças em identificadores","StructureDefinition/identifier-lifecycle-rules","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-category-br,0.0.3,draft,,ClinicalUseCategoryBRValueSet,Categorias de Uso Clínico - Brasil,"ValueSet de categorias específicas brasileiras para uso clínico incluindo programas governamentais.",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-definition-category-vs,0.0.3,active,,ClinicalUseDefinitionCategory,Categoria de Definição de Uso Clínico,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-definition-type-vs,0.0.3,active,,ClinicalUseDefinitionType,Tipo de Definição de Uso Clínico,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-status-br,0.0.3,draft,,ClinicalUseStatusBRValueSet,Status de Uso Clínico - Brasil,"ValueSet dos status das definições de uso clínico para o contexto brasileiro.",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-type-br,0.0.3,draft,,ClinicalUseTypeBRValueSet,Tipos de Uso Clínico - Brasil,"ValueSet dos tipos de definição de uso clínico para o contexto brasileiro.",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/combined-pharmaceutical-dose-form,0.0.3,draft,,CombinedPharmaceuticalDoseForm,Formas Farmacêuticas Combinadas,"Formas farmacêuticas para produtos como um todo, considerando todas as partes individuais, mas antes de qualquer mistura. Diferente de administrable-dose-form, este ValueSet contempla produtos complexos e combinados.","StructureDefinition/medicinal-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/comorbidity-br,0.0.3,draft,,ComorbidityBRValueSet,Comorbidades - Brasil,"ValueSet de comorbidades relevantes para indicações e contraindicações no contexto brasileiro.",,"hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/concentration-unit,0.0.3,draft,,ConcentrationUnit,Unidades de Concentração,"Unidades de concentração usando códigos UCUM (Unified Code for Units of Measure)","StructureDefinition/IngredientBR","UCUM"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/container-materials-br,0.0.3,draft,,ContainerMaterialsBR,Materiais de Container - Brasil,"Materiais padronizados para containers de embalagens brasileiras","StructureDefinition/package-item-container-details,StructureDefinition/package-component-details","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/container-type-br,0.0.3,draft,,ContainerTypeBR,Tipos de Container - Brasil,"Tipos de containers padronizados para embalagens brasileiras","StructureDefinition/package-item-container-details","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/contraindication-condition-br,0.0.3,draft,,ContraindicationConditionBRValueSet,Condições de Contraindicação - Brasil,"ValueSet de condições médicas que constituem contraindicações no contexto brasileiro.",,"SCT,hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/controlled-substance-category-br,0.0.3,draft,,ControlledSubstanceCategoryBR,Categorias de Substâncias Controladas - Brasil,"Categorias de controle de substâncias conforme Portaria SVS/MS n° 344/1998",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/country-valueset,0.0.3,active,,CountryValueSet,Países (ISO 3166-1),"Códigos de países conforme padrão ISO 3166-1 alfa-2. Usado para indicar país de uso, fabricação ou jurisdição.","StructureDefinition/medicinal-product-definition-br","hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/dcb-brasileiras,0.0.3,draft,,DCBBrasileiras,Denominações Comuns Brasileiras (DCB),"Denominações Comuns Brasileiras padronizadas pela ANVISA para substâncias ativas",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-status-vs,0.0.3,active,,DiseaseStatus,Status da Doença,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-symptom-procedure,0.0.3,active,,DiseaseSymptomProcedure,Doença, Sintoma ou Procedimento,"Condições médicas usando CID-10, MedDRA e opcionalmente SNOMED CT","StructureDefinition/clinical-use-definition-br","SCT,hl7.terminology.r5,Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/exemplo-valueset-brasileiro,0.0.3,draft,,ExemploValueSetBrasileiro,Exemplo de ValueSet Brasileiro,"ValueSet de exemplo com terminologia farmacêutica brasileira padronizada conforme contexto regulatório nacional",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/gmp-certification-status-br,0.0.3,draft,,GMPCertificationStatusBR,Status de Certificação GMP - Brasil,"Status de certificação de Boas Práticas de Fabricação",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/identifier-change-reason,0.0.3,draft,,IdentifierChangeReason,Motivos de Mudança de Identificador,"Motivos padronizados para mudanças que requerem novos identificadores MPID/PCID","StructureDefinition/identifier-lifecycle-rules","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/identifier-lifecycle-status,0.0.3,draft,,IdentifierLifecycleStatus,Status de Lifecycle do Identificador,"Status do ciclo de vida de identificadores MPID/PCID","StructureDefinition/identifier-lifecycle-status","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/ingredient-function,0.0.3,draft,,IngredientFunction,Funções de Ingredientes,"Funções específicas detalhadas de ingredientes em medicamentos (padrão internacional)","StructureDefinition/manufactured-item-definition-br,StructureDefinition/IngredientBR","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/ingredient-role,0.0.3,draft,,IngredientRole,Papéis de Ingredientes,"Papéis/funções de ingredientes em medicamentos (padrão internacional)","StructureDefinition/substance-definition-br,StructureDefinition/IngredientBR","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interactant,0.0.3,active,,Interactant,Substância Interagente,"Substâncias que podem causar interações usando MedDRA e ATC","StructureDefinition/clinical-use-definition-br","hl7.terminology.r5,Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-effect-br,0.0.3,draft,,InteractionEffectBRValueSet,Efeitos de Interação - Brasil,"ValueSet dos efeitos clínicos de interações medicamentosas no contexto brasileiro.",,"SCT"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-effect-vs,0.0.3,active,,InteractionEffect,Efeito da Interação,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-incidence-vs,0.0.3,active,,InteractionIncidence,Incidência de Interação,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-management-vs,0.0.3,active,,InteractionManagement,Manejo de Interação,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-substance-br,0.0.3,draft,,InteractionSubstanceBRValueSet,Substâncias para Interação - Brasil,"ValueSet de substâncias comuns que causam interações medicamentosas no contexto brasileiro.",,"SCT"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-type-br,0.0.3,draft,,InteractionTypeBRValueSet,Tipos de Interação - Brasil,"ValueSet dos tipos de interação medicamentosa para o contexto brasileiro.",,"SCT"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/interaction-type-vs,0.0.3,active,,InteractionType,Tipo de Interação,"","StructureDefinition/clinical-use-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/jurisdiction-valueset,0.0.3,active,,JurisdictionValueSet,Jurisdições (ISO 3166 + UN M49),"Códigos para países, subdivisões de países e regiões supranacionais. Combina ISO 3166 (países) com UN M49 (regiões geográficas).","StructureDefinition/regulated-authorization-br,StructureDefinition/medicinal-product-definition-br,StructureDefinition/packaged-product-definition-br","hl7.terminology.r5,Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/language-valueset,0.0.3,active,,LanguageValueSet,Idiomas (BCP-47),"Códigos de idiomas conforme IETF BCP-47 (RFC 5646). Inclui códigos de idiomas principais e variantes regionais.","StructureDefinition/medicinal-product-definition-br","hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/legal-status-supply-br,0.0.3,draft,,LegalStatusSupplyBR,Status Legal de Fornecimento - Brasil,"Status legal para dispensação de produtos medicinais no Brasil","StructureDefinition/medicinal-product-definition-br,StructureDefinition/packaged-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/manufactured-dose-form,0.0.3,active,,ManufacturedDoseForm,Forma Farmacêutica Manufaturada,"Formas farmacêuticas manufaturadas usando códigos EDQM Standard Terms","StructureDefinition/manufactured-item-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/manufactured-item-component-location-vs,0.0.3,active,,ManufacturedItemComponentLocation,Localização de Componente,"","StructureDefinition/manufactured-item-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/manufactured-item-component-type-vs,0.0.3,active,,ManufacturedItemComponentType,Tipo de Componente,"","StructureDefinition/manufactured-item-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/manufacturing-process-vs,0.0.3,active,,ManufacturingProcess,Processo de Manufatura,"",,"Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/marketing-status-br,0.0.3,draft,,MarketingStatusBR,Status de Comercialização - Brasil,"Status de comercialização de produtos medicinais no Brasil",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/medicinal-product-classification-atc,0.0.3,active,,MedicinalProductClassificationATC,Classificação de Produto Medicinal (WHO ATC),"Sistema de classificação ATC da OMS usado para categorizar produtos medicinais por classe terapêutica, farmacológica e química.","StructureDefinition/substance-definition-br,StructureDefinition/medicinal-product-definition-br","hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/medicinal-product-code-atc,0.0.3,active,,MedicinalProductCodeATC,Códigos de Produto Medicinal (WHO ATC),"Códigos da Classificação Anatômica Terapêutica Química (ATC) da OMS para produtos medicinais e substâncias farmacêuticas.","StructureDefinition/medicinal-product-definition-br","hl7.terminology.r5"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/medicinal-product-domain-vs,0.0.3,active,,MedicinalProductDomain,Domínio de Produto Medicinal,"Domínio aplicável para o produto medicinal","StructureDefinition/substance-definition-br,StructureDefinition/medicinal-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/medicinal-product-type-br,0.0.3,draft,,MedicinalProductTypeBR,Tipos de Produto Medicinal - Brasil,"Tipos de produtos medicinais conforme classificação brasileira/ANVISA","StructureDefinition/medicinal-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/mpid-defining-elements,0.0.3,draft,,MPIDDefiningElements,Elementos Definidores de MPID,"Elementos que, quando alterados, requerem geração de novo MPID",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/mpid-requiring-changes,0.0.3,draft,,MPIDRequiringChanges,Mudanças que Requerem Novo MPID,"Tipos de mudanças que requerem geração de novo MPID",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/mpid-values-br,0.0.3,draft,,MPIDValues,Valores MPID - Brasil,"Valores válidos para identificadores MPID brasileiros",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/optical-activity-vs,0.0.3,active,,OpticalActivity,Atividade Óptica,"","StructureDefinition/substance-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organism-part-vs,0.0.3,active,,OrganismPart,Parte do Organismo,"","StructureDefinition/substance-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-anvisa-status-br,0.0.3,draft,,OrganizationANVISAStatusBR,Status ANVISA da Organização - Brasil,"Status da organização junto à ANVISA",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-contact-purpose,0.0.3,draft,,OrganizationContactPurpose,Finalidades de Contato Organizacional,"Finalidades específicas de contatos organizacionais (padrão internacional)",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-operational-category-br,0.0.3,draft,,OrganizationOperationalCategoryBR,Categorias Operacionais de Organização - Brasil,"Categorias operacionais de organizações no contexto regulatório brasileiro",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-operational-scope-br,0.0.3,draft,,OrganizationOperationalScopeBR,Escopo Operacional de Organização - Brasil,"Escopo geográfico de operação de organizações",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-size-category-br,0.0.3,draft,,OrganizationSizeCategoryBR,Categorias de Porte de Organização - Brasil,"Categorias de porte de organizações conforme legislação brasileira",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-special-classification-br,0.0.3,draft,,OrganizationSpecialClassificationBR,Classificações Especiais de Organização - Brasil,"Classificações especiais de organizações conforme legislação brasileira",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-specialized-activities-br,0.0.3,draft,,OrganizationSpecializedActivitiesBR,Atividades Especializadas de Organização - Brasil,"Atividades especializadas realizadas por organizações",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/organization-type-anvisa-br,0.0.3,draft,,OrganizationTypeANVISABR,Tipos de Organização ANVISA - Brasil,"Tipos de organizações no contexto regulatório da ANVISA baseado em classificações oficiais brasileiras",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/package-characteristic-br,0.0.3,draft,,PackageCharacteristicBR,Características de Embalagem - Brasil,"Características especiais de embalagens farmacêuticas no Brasil","StructureDefinition/packaged-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/package-components-br,0.0.3,draft,,PackageComponentsBR,Componentes de Embalagem - Brasil,"Componentes padronizados para embalagens brasileiras","StructureDefinition/package-component-details","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/packaged-product-type-br,0.0.3,draft,,PackagedProductTypeBR,Tipos de Produto Embalado - Brasil,"Tipos de produtos embalados utilizados no contexto regulatório brasileiro","StructureDefinition/medicinal-product-definition-br,StructureDefinition/packaged-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/packaging-material,0.0.3,draft,,PackagingMaterial,Materiais de Embalagem,"Materiais utilizados em embalagens farmacêuticas (padrão internacional)","StructureDefinition/packaged-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/packaging-type-br,0.0.3,draft,,PackagingTypeBR,Tipos de Embalagem - Brasil,"Tipos de embalagem utilizados para produtos farmacêuticos no Brasil","StructureDefinition/packaged-product-definition-br","Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/pcid-requiring-changes,0.0.3,draft,,PCIDRequiringChanges,Mudanças que Requerem Novo PCID,"Tipos de mudanças que requerem geração de novo PCID",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/pcid-values-br,0.0.3,draft,,PCIDValues,Valores PCID - Brasil,"Valores válidos para identificadores PCID brasileiros",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/pediatric-use-indicator-vs,0.0.3,active,,PediatricUseIndicator,Indicador de Uso Pediátrico,"Indicadores de uso pediátrico para produtos medicinais","StructureDefinition/medicinal-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/phpid-values-br,0.0.3,draft,,PHPIDValues,Valores PHPID - Brasil,"Valores válidos para identificadores PHPID brasileiros",,"Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/presentation-unit,0.0.3,draft,,PresentationUnit,Unidades de Apresentação,"Unidades de apresentação usando códigos UCUM (Unified Code for Units of Measure)","StructureDefinition/IngredientBR,StructureDefinition/administrable-product-definition-br","UCUM"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/product-characteristic-hybrid,0.0.3,active,,ProductCharacteristicHybrid,Características de Produto (Brasil + MedDRA),"ValueSet híbrido que combina CodeSystem brasileiro de características de produto com terminologia MedDRA relevante",,"Internal,Other"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/product-characteristic-vs,0.0.3,active,,ProductCharacteristic,Características de Produto Medicinal,"Características observáveis de produtos medicinais. Alternativa brasileira ao SNOMED CT Observable Entity.","StructureDefinition/manufactured-item-definition-br,StructureDefinition/substance-definition-br,StructureDefinition/administrable-product-definition-br,StructureDefinition/medicinal-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/product-confidentiality-vs,0.0.3,active,,ProductConfidentiality,Confidencialidade de Produto Medicinal,"Classificação de confidencialidade para produtos medicinais","StructureDefinition/medicinal-product-definition-br","Internal"
https://idmp-br.github.io/brig-idmp-brasil/ValueSet/product-contact-type-vs,0.0.3,active,,ProductContactType,Tipos de Contato para Produto Medicinal,"Tipos de contato organizacional para produtos medicinais","StructureDefinition/medicinal-product-definition-br","Internal"
