URL,Version,Status,OIDs,Name,Title,Description,Used
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/brazilian-pharmaceutical-terminology,0.0.3,draft,,BrazilianPharmaceuticalTerminology,Terminologia Farmacêutica Brasileira,"Sistema de códigos para terminologia farmacêutica brasileira padronizada",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/change-severity-level,0.0.3,draft,,ChangeSeverityLevel,Níveis de Severidade de Mudança,"Sistema de códigos para classificação da severidade de mudanças",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-category-br,0.0.3,draft,,ClinicalUseCategoryBR,Categorias de Uso Clínico - Brasil,"Categorias específicas brasileiras para classificação de uso clínico.",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-definition-category,0.0.3,active,,ClinicalUseDefinitionCategory,Categoria de Definição de Uso Clínico,"Categorias que classificam o uso clínico (gravidez, lactação, etc.)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-definition-type,0.0.3,active,,ClinicalUseDefinitionType,Tipo de Definição de Uso Clínico,"Tipos de definição de uso clínico de produtos medicinais",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-id-br,0.0.3,draft,,ClinicalUseIdBR,Identificadores de Uso Clínico - Brasil,"Sistema de identificadores únicos para definições de uso clínico no contexto brasileiro.",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-status-br,0.0.3,draft,,ClinicalUseStatusBR,Status de Uso Clínico - Brasil,"Status das definições de uso clínico adaptados para o contexto regulatório brasileiro.",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/clinical-use-type-br,0.0.3,draft,,ClinicalUseTypeBR,Tipos de Uso Clínico - Brasil,"Tipos de definição de uso clínico adaptados para o contexto brasileiro incluindo indicações terapêuticas, contraindicações, interações medicamentosas e critérios DCE-SUS.",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/container-materials-br,0.0.3,draft,,ContainerMaterialsBR,Materiais de Container - Brasil,"Sistema de códigos para materiais de containers brasileiros",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/container-type-br,0.0.3,draft,,ContainerTypeBR,Tipos de Container - Brasil,"Sistema de códigos para tipos de containers de embalagens brasileiras",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/controlled-substance-category-br,0.0.3,draft,,ControlledSubstanceCategoryBR,Categorias de Substâncias Controladas - Brasil,"Sistema de códigos para categorias de controle de substâncias no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/dcb-brasileiras,0.0.3,draft,,DCBBrasileiras,Denominações Comuns Brasileiras (DCB),"Sistema de códigos para Denominações Comuns Brasileiras conforme ANVISA",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/disease-status,0.0.3,active,,DiseaseStatus,Status da Doença,"Status ou estágio de uma condição médica",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/exemplo-codesystem-brasileiro,0.0.3,draft,,ExemploCodeSystemBrasileiro,Exemplo de CodeSystem Brasileiro,"Sistema de códigos de exemplo com terminologia farmacêutica brasileira padronizada",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/gmp-certification-status-br,0.0.3,draft,,GMPCertificationStatusBR,Status de Certificação GMP - Brasil,"Sistema de códigos para status de certificação GMP",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/identifier-change-reason,0.0.3,draft,,IdentifierChangeReason,Motivos de Mudança de Identificador,"Sistema de códigos para motivos de mudança de identificadores MPID/PCID",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/identifier-lifecycle-status,0.0.3,draft,,IdentifierLifecycleStatus,Status de Lifecycle do Identificador,"Sistema de códigos para status do ciclo de vida de identificadores",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/ingredient-function,0.0.3,draft,,IngredientFunction,Funções de Ingredientes,"Sistema de códigos para funções específicas de ingredientes (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/ingredient-role,0.0.3,draft,,IngredientRole,Papéis de Ingredientes,"Sistema de códigos para papéis de ingredientes em medicamentos (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/interaction-effect,0.0.3,active,,InteractionEffect,Efeito da Interação,"Efeito clínico resultante de uma interação",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/interaction-incidence,0.0.3,active,,InteractionIncidence,Incidência de Interação,"Frequência de ocorrência de interações",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/interaction-management,0.0.3,active,,InteractionManagement,Manejo de Interação,"Estratégias de manejo de interações medicamentosas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/interaction-type,0.0.3,active,,InteractionType,Tipo de Interação,"Tipos de interação medicamentosa e com alimentos",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/legal-status-supply-br,0.0.3,draft,,LegalStatusSupplyBR,Status Legal de Fornecimento - Brasil,"Sistema de códigos para status legal de dispensação no contexto brasileiro",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/manufactured-item,0.0.3,draft,,ManufacturedItem,Itens Fabricados,"Códigos para itens farmacêuticos fabricados (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/manufactured-item-component-location,0.0.3,active,,ManufacturedItemComponentLocation,Localização de Componente de Item Manufaturado,"Localização de componentes dentro do item manufaturado",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/manufactured-item-component-type,0.0.3,active,,ManufacturedItemComponentType,Tipo de Componente de Item Manufaturado,"Tipos de componentes estruturais de itens manufaturados",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/manufacturing-process,0.0.3,active,,ManufacturingProcess,Processo de Manufatura,"Processos de manufatura de produtos farmacêuticos",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/marketing-status-br,0.0.3,draft,,MarketingStatusBR,Status de Comercialização - Brasil,"Sistema de códigos para status de comercialização no contexto brasileiro",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/medicinal-product-domain,0.0.3,active,,MedicinalProductDomain,Domínio de Produto Medicinal,"Domínio aplicável para o produto medicinal (uso humano, veterinário ou ambos)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/medicinal-product-type-br,0.0.3,draft,,MedicinalProductTypeBR,Tipos de Produto Medicinal - Brasil,"Sistema de códigos para tipos de produtos medicinais no contexto brasileiro",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/mpid-br,0.0.3,draft,,MPIDBrazil,MPID - Identificador de Produto Medicinal - Brasil,"Sistema de códigos para identificadores de produtos medicinais conforme ISO 11615",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/mpid-defining-elements,0.0.3,draft,,MPIDDefiningElements,Elementos Definidores de MPID,"Códigos para elementos que definem quando criar novo MPID",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/optical-activity,0.0.3,active,,OpticalActivity,Atividade Óptica,"Atividade óptica de substâncias quirais (rotação da luz polarizada)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organism-part,0.0.3,active,,OrganismPart,Parte do Organismo,"Partes de organismos usadas como fonte de substâncias",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-anvisa-status-br,0.0.3,draft,,OrganizationANVISAStatusBR,Status ANVISA da Organização - Brasil,"Sistema de códigos para status da organização junto à ANVISA",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-contact-purpose,0.0.3,draft,,OrganizationContactPurpose,Finalidades de Contato Organizacional,"Sistema de códigos para finalidades de contatos organizacionais (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-operational-category-br,0.0.3,draft,,OrganizationOperationalCategoryBR,Categorias Operacionais de Organização - Brasil,"Sistema de códigos para categorias operacionais de organizações",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-operational-scope-br,0.0.3,draft,,OrganizationOperationalScopeBR,Escopo Operacional de Organização - Brasil,"Sistema de códigos para escopo geográfico de operação",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-size-category-br,0.0.3,draft,,OrganizationSizeCategoryBR,Categorias de Porte de Organização - Brasil,"Sistema de códigos para categorias de porte de organizações no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-special-classification-br,0.0.3,draft,,OrganizationSpecialClassificationBR,Classificações Especiais de Organização - Brasil,"Sistema de códigos para classificações especiais de organizações",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-specialized-activities-br,0.0.3,draft,,OrganizationSpecializedActivitiesBR,Atividades Especializadas de Organização - Brasil,"Sistema de códigos para atividades especializadas de organizações",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/organization-type-anvisa-br,0.0.3,draft,,OrganizationTypeANVISABR,Tipos de Organização ANVISA - Brasil,"Sistema de códigos para tipos de organizações no contexto regulatório da ANVISA",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/package-characteristic-br,0.0.3,draft,,PackageCharacteristicBR,Características de Embalagem - Brasil,"Sistema de códigos para características de embalagens no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/package-components-br,0.0.3,draft,,PackageComponentsBR,Componentes de Embalagem - Brasil,"Sistema de códigos para componentes de embalagens brasileiras",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/packaged-product-type-br,0.0.3,draft,,PackagedProductTypeBR,Tipos de Produto Embalado - Brasil,"Sistema de códigos para tipos de produtos embalados no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/packaging-material,0.0.3,draft,,PackagingMaterial,Materiais de Embalagem,"Sistema de códigos para materiais de embalagem (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/packaging-type-br,0.0.3,draft,,PackagingTypeBR,Tipos de Embalagem - Brasil,"Sistema de códigos para tipos de embalagem no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/pcid-br,0.0.3,draft,,PCIDBrazil,PCID - Identificador de Produto Embalado - Brasil,"Sistema de códigos para identificadores de produtos embalados conforme ISO 11615",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/pediatric-use-indicator,0.0.3,active,,PediatricUseIndicator,Indicador de Uso Pediátrico,"Indicadores relacionados a uso pediátrico de produtos medicinais, incluindo requisitos de investigação pediátrica e dispensas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/phpid-br,0.0.3,draft,,PHPIDBrazil,PHPID - Identificador de Produto Farmacêutico - Brasil,"Sistema de códigos para identificadores de produtos farmacêuticos (administráveis) conforme ISO 11615",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-characteristic,0.0.3,active,,ProductCharacteristic,Características de Produto Medicinal,"Características observáveis e mensuráveis de produtos medicinais. CodeSystem brasileiro como alternativa ao SNOMED CT Observable Entity.",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-confidentiality,0.0.3,active,,ProductConfidentiality,Confidencialidade de Produto Medicinal,"Classificação de confidencialidade para informações e operações relacionadas a produtos medicinais",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-contact-type,0.0.3,active,,ProductContactType,Tipos de Contato para Produto Medicinal,"Tipos de contato organizacional relacionados a produtos medicinais (ex: farmacovigilância, assuntos regulatórios)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-intended-use,0.0.3,active,,ProductIntendedUse,Uso Pretendido do Produto,"Classificação do uso pretendido de produtos farmacêuticos",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/product-name-type,0.0.3,draft,,ProductNameType,Tipos de Nome de Produto,"Sistema de códigos para tipos de nomes de produtos medicinais (padrão internacional)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/reference-type-br,0.0.3,draft,,ReferenceTypeBR,Tipos de Referência - Brasil,"Sistema de códigos para tipos de relação de referência",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/source-material-type,0.0.3,active,,SourceMaterialType,Tipo de Material de Origem,"Tipos de material de origem para substâncias biológicas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/special-measures,0.0.3,active,,SpecialMeasures,Medidas Especiais para Produto Medicinal,"Medidas especiais definidas para produtos medicinais, como requisitos de estudos pós-autorização, planos de gestão de risco ou restrições de prescrição",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/stereochemistry,0.0.3,active,,Stereochemistry,Estereoquímica de Substâncias,"Classificação estereoquímica de substâncias (quiralidade, configuração espacial)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/structure-representation-type,0.0.3,active,,StructureRepresentationType,Tipo de Representação Estrutural,"Formatos de representação de estruturas químicas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/structure-technique,0.0.3,active,,StructureTechnique,Técnicas de Caracterização Estrutural,"Técnicas analíticas para determinação de estrutura molecular",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/structured-name-types,0.0.3,draft,,StructuredNameTypes,Tipos de Nome Estruturado,"Sistema de códigos para elementos estruturados de nomes de produtos",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-amount-type,0.0.3,active,,SubstanceAmountType,Tipo de Medida de Quantidade de Substância,"Tipos de medidas para quantificar substâncias",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-classification-br,0.0.3,draft,,SubstanceClassificationBR,Classificação de Substância - Brasil,"Sistema de códigos para classificação de substâncias no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-form,0.0.3,active,,SubstanceForm,Forma Física de Substâncias,"Estado físico e forma cristalina de substâncias farmacêuticas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-grade,0.0.3,draft,,SubstanceGrade,Grau de Substância,"Sistema de códigos para graus de qualidade de substâncias (padrão internacional - USP/EP/JP)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-impurity,0.0.3,active,,SubstanceImpurity,Tipos de Impurezas em Substâncias Farmacêuticas,"Classificação de tipos de impurezas encontradas em substâncias farmacêuticas ativas e excipientes",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-name-authority,0.0.3,active,,SubstanceNameAuthority,Autoridade de Nomenclatura de Substâncias,"Organizações/autoridades que atribuem nomes oficiais a substâncias",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-name-domain,0.0.3,active,,SubstanceNameDomain,Domínio de Nome de Substância,"Domínio ou contexto de uso de nome de substância",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-name-type,0.0.3,draft,,SubstanceNameType,Tipos de Nome de Substância,"Sistema de códigos para tipos de nomes de substâncias (padrão internacional - INN/IUPAC)",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-relationship-type,0.0.3,active,,SubstanceRelationshipType,Tipo de Relacionamento entre Substâncias,"Tipos de relacionamentos entre substâncias químicas",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/substance-status-br,0.0.3,draft,,SubstanceStatusBR,Status de Substância - Brasil,"Sistema de códigos para status regulatório de substâncias no Brasil",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/target-species,0.0.3,active,,TargetSpecies,Espécies-Alvo para Produtos Veterinários,"Espécies animais para as quais um produto medicinal veterinário é destinado",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/therapeutic-indications-br,0.0.3,draft,,TherapeuticIndicationsBR,Indicações Terapêuticas - Brasil,"Sistema de códigos para indicações terapêuticas de produtos medicinais brasileiros",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/therapy-relationship-type,0.0.3,active,,TherapyRelationshipType,Tipo de Relacionamento Terapêutico,"Relacionamento entre terapia e contraindicação ou indicação",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/umc-coordination-status,0.0.3,draft,,UMCCoordinationStatus,Status de Coordenação UMC,"Códigos para status de coordenação com Uppsala Monitoring Centre",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/undesirable-effect-classification,0.0.3,active,,UndesirableEffectClassification,Classificação de Efeito Indesejável,"Classificação de alta hierarquia para efeitos indesejáveis",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/undesirable-effect-frequency,0.0.3,active,,UndesirableEffectFrequency,Frequência de Efeito Indesejável,"Frequência de ocorrência de efeitos indesejáveis conforme CIOMS",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/warning-type,0.0.3,active,,WarningType,Tipo de Advertência,"Tipos de advertências e precauções",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/weight-method,0.0.3,active,,WeightMethod,Método de Determinação de Peso Molecular,"Métodos para determinação de peso/massa molecular",
https://idmp-br.github.io/brig-idmp-brasil/CodeSystem/weight-type,0.0.3,active,,WeightType,Tipo de Peso Molecular,"Tipos de peso molecular para substâncias",
