"ClinicalUseDefinition.identifier:brigId.id","ClinicalUseDefinition.identifier.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.identifier:brigId.extension","ClinicalUseDefinition.identifier.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.identifier:brigId.use","ClinicalUseDefinition.identifier.use","","","",0,1,"","Y","Y","code {[]} {[]}
","usual | official | temp | secondary | old (If known)","The purpose of this identifier.","Applications can assume that an identifier is permanent unless it explicitly says that it is temporary.","Allows the appropriate identifier for a particular context of use to be selected from among a set of identifiers.","","","","","","","",,"required","Identifies the purpose for this identifier, if known .","http://hl7.org/fhir/ValueSet/identifier-use|5.0.0","",,,,"Identifier.use",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Role.code or implied by context"
"ClinicalUseDefinition.identifier:brigId.type","ClinicalUseDefinition.identifier.type","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Description of identifier","A coded type for the identifier that can be used to determine which identifier to use for a specific purpose.","This element deals only with general categories of identifiers.  It SHOULD not be used for codes that correspond 1..1 with the Identifier.system. Some identifiers may fall into multiple categories due to common usage.   Where the system is known, a type is unnecessary because the type is always part of the system definition. However systems often need to handle identifiers where the system is not known. There is not a 1:1 relationship between type and system, since many different systems have the same type.","Allows users to make use of identifiers when the identifier system is not known.","","","","","","","",,"extensible","A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","http://hl7.org/fhir/ValueSet/identifier-type|5.0.0","",,,,"Identifier.type",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Role.code or implied by context"
"ClinicalUseDefinition.identifier:brigId.system","ClinicalUseDefinition.identifier.system","","","",1,1,"","","Y","uri {[]} {[]}
","The namespace for the identifier value","Establishes the namespace for the value - that is, an absolute URL that describes a set values that are unique.","Identifier.system is always case sensitive.","There are many sets  of identifiers.  To perform matching of two identifiers, we need to know what set we're dealing with. The system identifies a particular set of unique identifiers.","","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://farmaco.maxapex.net/brig/fhir/NamingSystem/clinical-use-id""/>","","<valueUri xmlns=""http://hl7.org/fhir"" value=""http://www.acme.com/identifiers/patient""/>","","",,,,,"",,,,"Identifier.system",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","II.root or Role.id.root"
"ClinicalUseDefinition.identifier:brigId.value","ClinicalUseDefinition.identifier.value","","","",1,1,"","","Y","string {[]} {[]}
","The value that is unique","The portion of the identifier typically relevant to the user and which is unique within the context of the system.","If the value is a full URI, then the system SHALL be urn:ietf:rfc:3986.  The value's primary purpose is computational mapping.  As a result, it may be normalized for comparison purposes (e.g. removing non-significant whitespace, dashes, etc.)  A value formatted for human display can be conveyed using the [http://hl7.org/fhir/StructureDefinition/rendered-value](http://hl7.org/fhir/extensions/StructureDefinition-rendered-value.html)). Identifier.value is to be treated as case sensitive unless knowledge of the Identifier.system allows the processer to be confident that non-case-sensitive processing is safe.","","","","","","<valueString xmlns=""http://hl7.org/fhir"" value=""123456""/>","","",,,,,"",,,,"Identifier.value",0,1,"ident-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","II.extension or II.root if system indicates OID or GUID (Or Role.id.extension or root)"
"ClinicalUseDefinition.identifier:brigId.period","ClinicalUseDefinition.identifier.period","","","",0,1,"","","Y","Period {[]} {[]}
","Time period when id is/was valid for use","Time period during which identifier is/was valid for use.","","","","","","","","","",,,,,"",,,,"Identifier.period",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Role.effectiveTime or implied by context"
"ClinicalUseDefinition.identifier:brigId.assigner","ClinicalUseDefinition.identifier.assigner","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization|5.0.0]]}
","Organization that issued id (may be just text)","Organization that issued/manages the identifier.","The Identifier.assigner may omit the .reference element and only contain a .display element reflecting the name or other textual information about the assigning organization.","","","","","","","","",,,,,"",,,,"Identifier.assigner",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","II.assigningAuthorityName but note that this is an improper use by the definition of the field.  Also Role.scoper"
"ClinicalUseDefinition.type","ClinicalUseDefinition.type","","","",1,1,"","","Y","code {[]} {[]}
","Tipo de uso clínico","Tipo geral: indicação, contraindicação, interação, efeito indesejável, advertência","","","","","","","","","",,"required","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-definition-type-vs","",,,,"ClinicalUseDefinition.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","(the type of IDMP class, out of Contraindication, Therapeutic Indication, Interactions, Undesirable Effects)"
"ClinicalUseDefinition.category","ClinicalUseDefinition.category","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","Categoria da informação","Categorização como gravidez, lactação, pediatria, etc.","","","","","","","","","",,"preferred","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/clinical-use-definition-category-vs","",,,,"ClinicalUseDefinition.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.subject","ClinicalUseDefinition.subject","","","",0,*,"Y","","Y","Reference {[]} {[CanonicalType[https://idmp-br.github.io/brig-idmp-brasil/StructureDefinition/medicinal-product-definition-br]]}
","Produto medicinal","Produto medicinal ao qual esta definição se aplica","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.subject",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.subject","(the link between the IDMP class and Medicinal Product)"
"ClinicalUseDefinition.status","ClinicalUseDefinition.status","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","Status da definição","Status do ciclo de vida (draft, active, retired)","","","","","","","","","",,"preferred","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/publication-status","",,,,"ClinicalUseDefinition.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Definition.status","n/a"
"ClinicalUseDefinition.contraindication","ClinicalUseDefinition.contraindication","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Contraindicação","Situação em que o produto não deve ser usado","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.contraindication",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Contraindication"
"ClinicalUseDefinition.contraindication.id","ClinicalUseDefinition.contraindication.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.contraindication.extension","ClinicalUseDefinition.contraindication.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.contraindication.modifierExtension","ClinicalUseDefinition.contraindication.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.contraindication.diseaseSymptomProcedure","ClinicalUseDefinition.contraindication.diseaseSymptomProcedure","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Condição contraindicada","Doença, sintoma ou procedimento que contraindica o uso","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-symptom-procedure","",,,,"ClinicalUseDefinition.contraindication.diseaseSymptomProcedure",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Contraindication.Contraindications as ""Disease / Symptom / Procedure"" and Contraindication.Contraindications Text"
"ClinicalUseDefinition.contraindication.diseaseStatus","ClinicalUseDefinition.contraindication.diseaseStatus","","","",0,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Status da condição","Status da doença (agudo, crônico, grave, etc.)","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-status-vs","",,,,"ClinicalUseDefinition.contraindication.diseaseStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Contraindication.Disease Status"
"ClinicalUseDefinition.contraindication.comorbidity","ClinicalUseDefinition.contraindication.comorbidity","","","",0,*,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ObservationDefinition|5.0.0]]}
","Comorbidades","Condições médicas concomitantes relevantes","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/disease-symptom-procedure","",,,,"ClinicalUseDefinition.contraindication.comorbidity",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Contraindication.Comorbidity"
"ClinicalUseDefinition.contraindication.indication","ClinicalUseDefinition.contraindication.indication","","","",0,*,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/ClinicalUseDefinition|5.0.0]]}
","The indication which this is a contraidication for","The indication which this is a contraidication for.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.contraindication.indication",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","(the link from Contraindication to Therapeutic Indication)"
"ClinicalUseDefinition.contraindication.applicability","ClinicalUseDefinition.contraindication.applicability","","","",0,1,"","","","Expression {[]} {[]}
","An expression that returns true or false, indicating whether the indication is applicable or not, after having applied its other elements","An expression that returns true or false, indicating whether the indication is applicable or not, after having applied its other elements.","The expression may be inlined or may be a reference to a named expression within a logic library referenced by the library element.","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.contraindication.applicability",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","n/a"
"ClinicalUseDefinition.contraindication.otherTherapy","ClinicalUseDefinition.contraindication.otherTherapy","","","",0,*,"","","Y","BackboneElement {[]} {[]}
","Information about use of the product in relation to other therapies described as part of the contraindication","Information about the use of the medicinal product in relation to other therapies described as part of the contraindication.","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.contraindication.otherTherapy",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Contraindication.Other Therapy Specifics"
"ClinicalUseDefinition.contraindication.otherTherapy.id","ClinicalUseDefinition.contraindication.otherTherapy.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.contraindication.otherTherapy.extension","ClinicalUseDefinition.contraindication.otherTherapy.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
"ClinicalUseDefinition.contraindication.otherTherapy.modifierExtension","ClinicalUseDefinition.contraindication.otherTherapy.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","N/A"
"ClinicalUseDefinition.contraindication.otherTherapy.relationshipType","ClinicalUseDefinition.contraindication.otherTherapy.relationshipType","","","",1,1,"","","Y","CodeableConcept {[]} {[]}
","Tipo de relacionamento","Relacionamento entre esta terapia e a contraindicação","","","","","","","","","",,"preferred","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/therapy-relationship-type-vs","",,,,"ClinicalUseDefinition.contraindication.otherTherapy.relationshipType",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Other Therapy Specifics.Therapy Relationship Type"
"ClinicalUseDefinition.contraindication.otherTherapy.treatment","ClinicalUseDefinition.contraindication.otherTherapy.treatment","","","",1,1,"","","Y","CodeableReference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicinalProductDefinition|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/Substance|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/SubstanceDefinition|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/NutritionProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/BiologicallyDerivedProduct|5.0.0], CanonicalType[http://hl7.org/fhir/StructureDefinition/ActivityDefinition|5.0.0]]}
","Tratamento","Outra terapia relacionada","","","","","","","","","",,"example","","https://idmp-br.github.io/brig-idmp-brasil/ValueSet/therapy","",,,,"ClinicalUseDefinition.contraindication.otherTherapy.treatment",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Other Therapy Specifics.Medication"
"ClinicalUseDefinition.indication","ClinicalUseDefinition.indication","","","",0,1,"Y","","Y","BackboneElement {[]} {[]}
","Indicação terapêutica","Condição médica para a qual o produto é indicado","","","","","","","","","",,,,,"",,,,"ClinicalUseDefinition.indication",0,1,"cud-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Therapeutic Indication"
"ClinicalUseDefinition.indication.id","ClinicalUseDefinition.indication.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
","","n/a"
"ClinicalUseDefinition.indication.extension","ClinicalUseDefinition.indication.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}","n/a"
